city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa,rent amount,property tax,fire insurance,total
1,65,2,1,1,1,1,0,578.0,2050.0,61.0,29.0,2718.0
1,186,3,3,2,22,0,0,1350.0,5435.0,405.0,69.0,7259.0
1,80,1,1,0,0,1,0,0.0,1200.0,1.0,19.0,1220.0
1,175,3,4,3,7,1,0,0.0,9000.0,0.0,115.0,9115.0
1,95,3,2,0,0,1,0,0.0,1690.0,0.0,26.0,1716.0
1,86,3,1,1,6,1,0,460.0,3150.0,0.0,40.0,3650.0
1,300,4,4,3,0,1,0,0.0,10000.0,767.0,151.0,10920.0
1,108,4,3,2,4,1,0,1134.0,6500.0,609.0,83.0,8326.0
0,45,1,1,1,3,1,0,521.0,600.0,38.0,8.0,1167.0
1,37,1,1,0,16,0,0,315.0,1519.0,30.0,20.0,1884.0
1,30,1,1,1,10,0,1,540.0,3237.0,350.0,42.0,4169.0
1,246,3,4,4,9,1,1,3350.0,10000.0,1480.0,127.0,14960.0
1,234,3,5,3,17,0,1,2750.0,14000.0,1334.0,178.0,18260.0
1,73,2,2,1,6,1,1,1072.0,5000.0,196.0,64.0,6332.0
1,113,3,2,2,8,1,0,1750.0,2975.0,359.0,38.0,5122.0
0,110,3,3,2,0,1,0,560.0,3200.0,1056.0,49.0,4865.0
1,400,3,2,8,0,1,1,0.0,15000.0,1334.0,226.0,16560.0
1,29,1,1,0,0,0,0,683.5,1430.0,0.0,19.0,1449.0
1,140,2,2,2,0,0,0,0.0,2700.0,56.0,41.0,2797.0
1,28,1,1,1,13,0,1,615.0,2800.0,42.0,36.0,3493.0
1,200,3,3,3,0,1,0,0.0,7000.0,737.0,106.0,7843.0
1,20,1,1,0,11,0,0,359.0,1850.0,0.0,24.0,2233.0
1,88,3,2,2,11,1,1,1350.0,5870.0,108.0,75.0,7403.0
1,40,1,1,1,3,1,0,400.0,1500.0,59.0,20.0,1979.0
1,150,3,2,2,16,1,0,1700.0,5000.0,484.0,64.0,7248.0
1,187,3,2,3,0,1,0,500.0,3500.0,193.0,53.0,4246.0
1,51,1,1,1,13,1,0,513.0,2700.0,84.0,35.0,3332.0
1,62,2,2,1,1,0,1,684.0,5050.0,227.0,64.0,6025.0
1,150,3,2,4,0,1,0,0.0,9670.0,55.0,146.0,9871.0
1,48,1,1,1,21,0,1,1137.0,6698.0,166.0,85.0,8086.0
0,60,2,1,1,0,0,0,0.0,830.0,0.0,13.0,843.0
1,53,1,1,1,5,0,1,1132.0,2600.0,0.0,33.0,3765.0
1,74,2,1,2,9,1,1,1100.0,6600.0,424.0,84.0,8208.0
1,53,1,1,0,2,0,0,170.0,1680.0,68.0,22.0,1940.0
0,300,4,5,4,0,1,0,683.5,4000.0,362.0,61.0,4423.0
1,180,2,3,2,13,1,0,683.5,12500.0,0.0,159.0,12660.0
1,53,2,2,1,4,1,1,450.0,1650.0,0.0,13.0,2113.0
0,296,6,4,8,0,1,0,0.0,5200.0,375.0,79.0,5654.0
1,145,4,3,2,1,1,0,1644.0,4800.0,500.0,61.0,7005.0
1,230,3,3,3,11,1,0,1900.0,4080.0,417.0,52.0,6449.0
1,420,4,4,4,19,1,0,4900.0,11050.0,3700.0,141.0,19790.0
1,34,1,1,0,10,1,0,200.0,1610.0,25.0,21.0,1856.0
1,27,1,1,1,6,0,0,683.5,3700.0,147.0,47.0,3747.0
1,17,1,1,0,1,0,1,300.0,2200.0,50.0,28.0,2578.0
1,64,2,1,2,10,0,1,2530.0,4000.0,342.0,51.0,6923.0
1,645,5,8,8,0,1,0,0.0,15000.0,2334.0,226.0,17560.0
1,68,2,2,1,6,1,0,600.0,1339.0,0.0,16.0,1955.0
1,68,1,1,1,12,1,1,4240.0,6000.0,584.0,77.0,10900.0
1,134,3,3,3,8,1,0,1680.0,2125.0,375.0,27.0,4207.0
1,43,1,1,0,13,1,0,250.0,1700.0,0.0,22.0,1972.0
1,48,1,1,2,7,1,1,2300.0,7000.0,245.0,89.0,9634.0
1,220,5,4,3,0,0,0,0.0,8000.0,425.0,121.0,8546.0
1,600,5,5,6,0,1,0,0.0,15000.0,2100.0,191.0,17290.0
1,260,3,4,3,3,1,0,3400.0,1040.0,1250.0,14.0,5704.0
1,250,3,4,0,6,1,0,3500.0,5000.0,1334.0,64.0,9898.0
1,126,3,2,2,18,0,0,990.0,1680.0,0.0,22.0,2692.0
1,62,2,2,0,6,0,0,645.0,1400.0,92.0,18.0,2155.0
1,68,2,1,0,2,0,0,300.0,1300.0,0.0,17.0,1617.0
1,195,4,3,4,7,1,0,1808.0,2700.0,1067.0,35.0,5610.0
1,57,2,2,1,22,0,1,480.0,4500.0,140.0,58.0,5178.0
1,556,4,5,7,0,1,0,0.0,7000.0,2059.0,106.0,9165.0
1,70,2,1,1,14,1,0,576.0,2400.0,162.0,31.0,3169.0
1,105,3,2,3,1,1,0,1250.0,1900.0,552.0,25.0,3727.0
0,200,4,3,2,1,1,0,1150.0,3400.0,209.0,44.0,4803.0
1,290,3,5,4,8,1,1,3580.0,7000.0,0.0,89.0,10670.0
1,90,2,2,1,7,0,1,867.0,3910.0,0.0,15.0,4792.0
1,94,1,2,2,2,0,1,1356.0,13000.0,384.0,165.0,14910.0
1,130,3,4,2,11,0,0,1550.0,2318.0,411.0,30.0,4309.0
1,40,1,1,0,0,1,0,0.0,1100.0,195.0,17.0,1312.0
1,110,4,5,3,0,1,0,0.0,3900.0,625.0,59.0,4584.0
1,28,1,1,0,5,1,1,255.0,1764.0,0.0,23.0,2042.0
1,240,3,3,3,11,1,1,3000.0,10000.0,1200.0,127.0,14330.0
1,100,3,3,3,1,1,0,1000.0,3300.0,417.0,42.0,4759.0
1,20,1,1,0,0,1,0,0.0,2060.0,0.0,27.0,2087.0
1,300,4,4,4,19,1,1,2800.0,9000.0,1667.0,115.0,13580.0
1,16,1,1,0,1,0,0,0.0,850.0,30.0,11.0,891.0
1,90,2,1,0,2,0,0,0.0,1720.0,0.0,26.0,1746.0
1,90,3,3,2,1,1,0,1171.0,1997.0,280.0,26.0,3474.0
1,39,2,1,0,3,1,0,120.0,1450.0,43.0,19.0,1632.0
0,578,4,5,8,0,1,0,0.0,9500.0,787.0,143.0,10430.0
1,180,3,2,1,0,0,0,0.0,3000.0,163.0,46.0,3209.0
1,209,3,3,0,4,1,0,2200.0,4000.0,803.0,51.0,7054.0
1,170,3,3,2,6,1,0,2377.0,9500.0,828.0,121.0,12830.0
1,250,4,5,4,6,1,0,2050.0,9800.0,998.0,125.0,12970.0
1,262,4,5,4,17,1,0,2500.0,2250.0,1350.0,29.0,6129.0
1,100,3,3,0,0,1,0,0.0,1955.0,30.0,30.0,2015.0
1,200,3,2,2,0,1,0,0.0,2900.0,791.0,44.0,3735.0
1,70,2,1,1,6,1,0,550.0,3000.0,0.0,39.0,3589.0
1,244,3,3,3,4,1,0,5000.0,8900.0,1679.0,113.0,15690.0
1,270,5,4,4,6,0,0,3500.0,7000.0,1684.0,89.0,12270.0
1,45,1,1,0,0,0,0,683.5,1030.0,60.0,16.0,1106.0
1,20,1,1,0,3,0,1,340.0,2400.0,59.0,31.0,2830.0
1,70,2,2,0,1,0,0,720.0,3750.0,25.0,48.0,4543.0
0,130,2,2,5,0,1,0,0.0,1800.0,321.0,28.0,2149.0
0,104,2,2,1,2,1,0,580.0,1700.0,122.0,22.0,2424.0
1,65,1,1,1,9,0,0,1000.0,2500.0,0.0,32.0,3532.0
1,235,3,3,3,11,0,0,1367.0,6500.0,579.0,83.0,8529.0
1,200,3,4,2,2,1,0,2700.0,9180.0,0.0,117.0,12000.0
1,150,2,2,1,0,1,1,0.0,2175.0,0.0,12.0,2187.0
0,60,2,1,1,2,1,0,314.0,1000.0,0.0,13.0,1327.0
1,82,1,1,2,1,1,0,1650.0,8000.0,267.0,102.0,10020.0
1,380,3,2,3,5,1,0,3200.0,15000.0,917.0,191.0,19310.0
1,380,4,4,3,1,1,0,2300.0,8000.0,2180.0,102.0,12580.0
1,54,2,2,1,16,1,0,665.0,2200.0,117.0,28.0,3010.0
1,67,2,2,1,1,0,1,580.0,3500.0,60.0,45.0,4185.0
1,330,2,4,3,0,1,0,0.0,6000.0,2000.0,91.0,8091.0
1,117,4,5,4,10,0,0,1523.0,3175.0,711.0,41.0,5450.0
0,200,3,3,5,0,1,0,0.0,2650.0,220.0,40.0,2910.0
1,305,2,3,0,10,1,0,3500.0,5000.0,667.0,64.0,9231.0
1,53,2,2,2,5,1,0,757.0,2495.0,166.0,11.0,3429.0
0,170,4,3,2,0,1,0,0.0,1750.0,109.0,27.0,1886.0
1,50,1,1,1,13,1,0,500.0,1800.0,0.0,23.0,2323.0
1,250,4,2,3,2,0,1,3000.0,15000.0,100.0,191.0,18290.0
1,164,3,2,1,15,1,1,1229.0,3700.0,198.0,47.0,5174.0
1,90,2,1,1,0,1,0,683.5,2500.0,219.0,38.0,2757.0
0,115,3,3,1,5,1,0,1035.0,1900.0,30.0,25.0,2990.0
1,206,3,3,1,11,1,1,2914.0,7400.0,586.0,94.0,10990.0
1,50,2,2,1,10,1,0,380.0,1900.0,0.0,25.0,2305.0
0,49,2,1,1,1,1,0,263.0,1000.0,38.0,13.0,1314.0
1,30,1,1,0,5,1,0,330.0,1210.0,21.0,16.0,1577.0
1,130,3,1,1,0,1,0,0.0,5600.0,147.0,85.0,5685.0
1,360,4,9,8,0,1,0,0.0,8540.0,1329.0,129.0,9998.0
1,54,2,1,1,1,1,0,670.0,1932.0,73.0,8.0,2683.0
0,252,3,3,4,0,1,0,0.0,3300.0,259.0,50.0,3609.0
0,130,3,2,0,0,1,0,0.0,1400.0,10.0,22.0,1432.0
0,400,4,4,3,0,1,0,1200.0,8700.0,458.0,131.0,10490.0
1,27,1,1,0,2,0,0,50.0,895.0,41.0,12.0,998.0
1,45,1,1,1,8,0,0,589.0,2349.0,0.0,8.0,2946.0
1,260,4,4,2,5,1,1,2570.0,4400.0,584.0,56.0,7610.0
1,74,2,3,2,24,1,0,450.0,3200.0,40.0,41.0,3731.0
1,59,2,2,0,5,0,0,754.0,2040.0,25.0,26.0,2845.0
1,51,2,1,1,4,1,0,455.0,2500.0,23.0,32.0,3010.0
1,346,4,4,4,6,1,0,2200.0,4080.0,2704.0,52.0,9036.0
1,30,1,1,0,0,0,0,683.5,1200.0,0.0,19.0,1219.0
1,58,2,1,1,1,1,0,710.0,1397.0,3.0,18.0,2128.0
0,65,2,1,1,1,1,1,459.0,1850.0,49.0,24.0,2382.0
1,110,2,3,2,2,1,0,1276.0,6500.0,517.0,83.0,8376.0
1,600,5,7,8,0,1,1,0.0,9000.0,1875.0,136.0,11010.0
1,35,1,1,0,1,1,0,1.0,1950.0,0.0,25.0,1976.0
1,65,3,1,0,13,0,0,510.0,1880.0,30.0,24.0,2444.0
1,83,2,1,1,6,0,0,550.0,1600.0,125.0,21.0,2296.0
1,100,3,2,0,3,0,0,800.0,2000.0,250.0,26.0,3076.0
1,90,2,2,1,3,1,0,1000.0,3000.0,50.0,39.0,4089.0
1,65,1,1,1,14,0,1,2400.0,3500.0,1.0,45.0,5946.0
1,135,3,2,2,3,1,0,1650.0,2300.0,775.0,30.0,4755.0
1,90,2,2,2,0,1,0,0.0,1800.0,0.0,28.0,1828.0
1,58,2,1,1,8,1,0,650.0,1500.0,5.0,20.0,2175.0
1,34,2,1,0,10,1,0,300.0,2200.0,15.0,28.0,2543.0
1,350,3,5,3,0,1,0,0.0,12000.0,1250.0,181.0,13430.0
1,45,1,1,1,18,0,1,2200.0,4500.0,334.0,58.0,7092.0
1,120,3,2,1,1,0,0,870.0,2500.0,160.0,32.0,3562.0
0,45,1,1,1,4,0,0,417.0,850.0,140.0,11.0,1418.0
1,26,1,1,0,0,0,0,0.0,900.0,10.0,12.0,922.0
1,137,4,1,1,4,0,1,435.0,3000.0,5.0,22.0,3462.0
1,200,2,2,1,0,1,0,0.0,2000.0,1.0,31.0,2032.0
1,20,1,1,0,6,1,1,602.0,1800.0,130.0,23.0,2555.0
1,163,3,3,3,8,1,1,1532.0,2550.0,417.0,33.0,4532.0
1,32,1,1,1,8,0,0,597.0,2088.0,0.0,7.0,2692.0
1,45,1,1,1,7,1,0,695.0,1700.0,170.0,22.0,2587.0
1,147,3,2,0,9,0,1,1500.0,4250.0,0.0,54.0,5804.0
1,260,3,2,1,0,0,0,0.0,3000.0,334.0,46.0,3380.0
1,36,1,1,1,8,1,1,600.0,3400.0,80.0,44.0,4124.0
1,20,1,1,0,3,1,1,602.0,1800.0,130.0,23.0,2555.0
1,112,1,2,2,7,1,1,0.0,8389.0,0.0,107.0,8496.0
1,35,1,1,0,9,1,1,450.0,1300.0,40.0,17.0,1807.0
1,280,3,4,2,0,1,0,0.0,2590.0,310.0,39.0,2939.0
1,137,2,2,1,0,0,0,0.0,4600.0,410.0,70.0,5080.0
1,120,3,3,1,4,1,0,1015.0,3070.0,0.0,39.0,4124.0
1,62,3,1,1,7,0,0,400.0,1600.0,25.0,21.0,2046.0
1,70,2,2,0,0,1,0,0.0,1980.0,0.0,30.0,2010.0
1,78,3,2,2,10,1,0,650.0,2400.0,117.0,31.0,3198.0
1,39,1,1,1,24,0,1,600.0,4200.0,125.0,54.0,4979.0
0,90,3,3,2,4,1,0,740.0,1350.0,78.0,18.0,2186.0
1,121,2,3,1,20,1,0,825.0,2560.0,170.0,33.0,3588.0
1,97,3,3,2,7,1,0,1058.0,2500.0,275.0,32.0,3865.0
1,130,2,2,2,0,1,0,0.0,3500.0,448.0,53.0,4001.0
0,46,2,1,1,4,1,0,250.0,1250.0,0.0,16.0,1516.0
1,93,2,2,2,2,1,1,1166.0,5500.0,325.0,70.0,7061.0
1,70,2,2,0,1,1,0,280.0,1000.0,138.0,13.0,1431.0
1,100,2,1,1,0,1,0,0.0,1900.0,84.0,29.0,2013.0
1,64,1,2,1,3,1,0,763.0,2603.0,101.0,16.0,3483.0
1,84,2,2,0,12,1,0,747.0,1500.0,0.0,20.0,2267.0
1,146,3,5,3,17,0,1,1400.0,9000.0,0.0,115.0,10520.0
1,110,3,2,1,1,1,0,1000.0,5500.0,25.0,70.0,6595.0
1,80,1,2,1,10,1,1,1000.0,4000.0,109.0,51.0,5160.0
1,280,3,4,4,4,1,0,5000.0,15000.0,1500.0,191.0,21690.0
1,180,4,3,2,5,1,0,2650.0,5500.0,667.0,70.0,8887.0
1,20,1,1,0,2,0,1,150.0,3142.0,67.0,40.0,3399.0
1,70,3,1,1,9,1,0,1000.0,2500.0,0.0,32.0,3532.0
1,54,1,1,1,13,0,0,1484.0,4130.0,250.0,53.0,5917.0
1,469,4,5,4,12,1,0,5706.0,15000.0,2260.0,191.0,23160.0
0,240,3,4,4,1,1,0,2800.0,7000.0,0.0,89.0,9889.0
1,141,3,2,2,11,1,0,2200.0,6900.0,450.0,88.0,9638.0
1,70,2,1,0,1,1,0,0.0,1600.0,0.0,21.0,1621.0
1,58,1,2,1,14,1,1,920.0,5800.0,200.0,74.0,6994.0
1,160,3,2,2,2,1,0,1700.0,3599.0,490.0,46.0,5835.0
0,348,3,3,3,0,1,0,0.0,6000.0,350.0,91.0,6441.0
1,68,2,1,1,1,1,0,1064.0,1200.0,0.0,16.0,2280.0
0,58,2,2,2,8,0,1,347.0,3500.0,0.0,45.0,3892.0
1,138,2,3,2,9,1,1,2082.0,2180.0,606.0,28.0,4896.0
1,55,1,1,1,11,0,0,696.0,2200.0,148.0,28.0,3072.0
0,170,3,2,2,0,1,0,683.5,2300.0,98.0,35.0,2433.0
1,400,3,7,4,0,1,0,3000.0,20000.0,84.0,254.0,23340.0
0,188,5,4,0,0,1,0,0.0,4000.0,178.0,61.0,4239.0
1,240,3,4,2,0,1,0,1.0,8200.0,625.0,124.0,8950.0
1,23,1,1,0,23,1,0,392.0,2100.0,41.0,27.0,2560.0
1,48,1,2,1,2,1,1,750.0,3857.0,0.0,13.0,4620.0
0,380,3,5,4,0,1,0,0.0,3800.0,459.0,58.0,4317.0
1,58,2,2,1,12,0,1,928.0,4000.0,256.0,51.0,5235.0
1,200,2,1,1,0,1,0,0.0,2450.0,200.0,37.0,2687.0
1,70,2,1,1,7,1,1,2065.0,3300.0,211.0,42.0,5618.0
1,126,2,2,1,0,1,0,0.0,2500.0,0.0,38.0,2538.0
1,218,3,4,2,6,0,0,1800.0,7800.0,334.0,99.0,10030.0
0,190,4,4,2,14,1,0,900.0,3200.0,192.0,15.0,4307.0
0,64,1,2,1,11,0,0,930.0,1540.0,68.0,20.0,2558.0
1,420,4,4,4,7,1,0,6000.0,12000.0,2000.0,153.0,20150.0
1,42,1,1,0,6,1,1,345.0,1800.0,0.0,23.0,2168.0
0,284,4,3,4,0,1,1,1500.0,6000.0,405.0,91.0,7996.0
1,108,3,2,2,2,1,0,980.0,2200.0,195.0,28.0,3403.0
1,95,2,1,1,0,1,0,0.0,2900.0,0.0,44.0,2944.0
1,217,2,3,3,5,1,1,2500.0,6000.0,1000.0,77.0,9577.0
1,190,3,3,2,10,0,0,2800.0,9000.0,888.0,115.0,12800.0
0,150,2,2,1,0,1,0,0.0,1060.0,167.0,16.0,1243.0
1,75,1,2,0,4,1,0,260.0,2100.0,0.0,27.0,2387.0
1,40,1,1,0,0,0,0,0.0,780.0,17.0,12.0,809.0
1,110,2,1,1,2,1,0,1200.0,3000.0,137.0,39.0,4376.0
1,139,4,5,2,6,0,0,1500.0,10000.0,584.0,127.0,12210.0
1,30,1,1,0,12,1,1,350.0,3400.0,0.0,44.0,3794.0
1,58,2,1,1,9,1,0,397.0,1800.0,0.0,23.0,2220.0
1,150,3,4,2,0,1,0,125.0,2750.0,159.0,42.0,3076.0
1,131,4,4,3,1,0,1,2100.0,6000.0,798.0,77.0,8975.0
1,18,1,1,0,0,1,0,0.0,1720.0,0.0,22.0,1742.0
1,80,2,1,1,6,1,0,400.0,1500.0,0.0,20.0,1920.0
1,144,3,4,3,4,1,1,856.0,7200.0,589.0,92.0,8737.0
1,85,2,1,0,4,1,0,510.0,1617.0,67.0,21.0,2215.0
1,76,2,2,1,2,1,0,900.0,3410.0,272.0,44.0,4626.0
1,370,5,3,4,0,1,0,0.0,8500.0,492.0,128.0,9120.0
0,100,2,1,0,16,1,0,550.0,900.0,61.0,12.0,1523.0
1,260,3,5,0,0,1,0,0.0,9000.0,634.0,136.0,9770.0
1,220,3,4,2,0,1,0,400.0,15000.0,834.0,226.0,16460.0
1,273,3,3,1,5,1,0,1880.0,5000.0,778.0,64.0,7722.0
1,107,3,2,1,12,0,0,1040.0,5800.0,386.0,74.0,7300.0
1,34,2,1,0,10,1,0,300.0,2200.0,15.0,28.0,2543.0
1,80,2,1,0,0,1,1,0.0,4892.0,0.0,74.0,4966.0
1,550,4,5,0,1,1,0,2700.0,8800.0,0.0,112.0,11610.0
1,60,3,3,2,0,1,0,0.0,2700.0,273.0,41.0,3014.0
1,45,2,1,1,24,1,0,545.0,1850.0,104.0,24.0,2523.0
1,170,4,2,3,0,1,0,0.0,2550.0,0.0,39.0,2589.0
1,200,3,4,3,18,1,1,2350.0,6200.0,1084.0,79.0,9713.0
0,70,2,1,1,15,0,1,350.0,2250.0,78.0,29.0,2707.0
1,77,2,2,1,5,1,0,998.0,1950.0,213.0,25.0,3186.0
1,270,4,4,4,11,1,1,2800.0,15000.0,100.0,191.0,18090.0
1,339,4,5,4,13,1,1,2800.0,15000.0,1440.0,191.0,19430.0
1,50,1,1,0,0,1,0,0.0,1100.0,0.0,17.0,1117.0
1,104,2,2,0,3,1,1,756.0,2200.0,0.0,28.0,2984.0
1,68,2,2,1,19,0,1,710.0,6700.0,225.0,85.0,7720.0
1,240,4,4,3,4,1,0,8000.0,2000.0,2000.0,26.0,12030.0
1,45,1,1,1,14,0,1,2200.0,2300.0,167.0,30.0,4697.0
1,189,4,3,3,3,1,0,3434.0,4500.0,1334.0,58.0,9326.0
1,43,1,1,0,6,1,0,219.0,1472.0,42.0,6.0,1739.0
1,35,1,1,1,1,1,0,0.0,1010.0,30.0,13.0,1053.0
1,200,3,3,2,0,1,0,0.0,8000.0,292.0,121.0,8413.0
1,250,3,5,8,0,1,1,0.0,6000.0,7.0,91.0,6098.0
1,400,4,6,3,0,1,0,0.0,7225.0,163.0,109.0,7497.0
1,45,1,1,1,1,0,1,3000.0,5520.0,0.0,70.0,8590.0
1,22,1,1,1,25,1,0,471.0,2200.0,55.0,28.0,2754.0
1,180,3,3,2,4,1,0,2100.0,8000.0,413.0,102.0,10620.0
1,486,4,6,5,8,0,0,4614.0,4861.0,3772.0,62.0,13310.0
1,72,3,2,2,7,1,0,720.0,2312.0,0.0,8.0,3040.0
1,830,2,2,2,0,1,0,0.0,2001.0,159.0,31.0,2191.0
1,52,1,1,1,1,1,1,410.0,4667.0,64.0,60.0,5201.0
1,90,1,1,0,11,0,0,300.0,2066.0,0.0,27.0,2393.0
0,165,3,2,1,1,1,0,1100.0,1800.0,294.0,23.0,3217.0
1,71,2,2,1,4,1,0,730.0,1250.0,35.0,16.0,2031.0
1,65,2,2,2,6,1,0,717.0,2000.0,0.0,26.0,2743.0
0,260,3,5,5,0,1,0,1700.0,7600.0,584.0,115.0,9999.0
1,140,2,1,0,8,1,0,1300.0,4500.0,0.0,58.0,5858.0
1,200,3,2,3,14,1,1,3000.0,8000.0,667.0,102.0,11770.0
1,204,3,2,2,2,1,0,3550.0,7000.0,764.0,89.0,11400.0
1,96,3,1,2,1,1,0,600.0,1847.0,15.0,24.0,2486.0
1,136,3,4,3,4,0,0,1546.0,3500.0,350.0,45.0,5441.0
1,156,3,2,1,0,1,0,683.5,6400.0,59.0,97.0,6556.0
0,98,1,1,1,5,1,0,730.0,2800.0,152.0,36.0,3718.0
1,150,3,3,3,0,1,0,100.0,4600.0,234.0,70.0,5004.0
1,200,3,3,5,0,1,0,0.0,14000.0,834.0,211.0,15050.0
1,31,2,1,0,2,1,0,0.0,1040.0,0.0,14.0,1054.0
1,136,3,2,2,13,1,1,1259.0,15000.0,374.0,191.0,16820.0
1,440,4,4,4,11,1,1,4985.0,10200.0,2849.0,130.0,18160.0
1,110,3,3,1,9,0,0,1000.0,3000.0,84.0,39.0,4123.0
1,347,5,5,4,0,1,0,0.0,7000.0,500.0,106.0,7606.0
1,98,3,2,1,5,1,1,1520.0,2400.0,0.0,31.0,3951.0
1,600,3,3,3,9,1,0,6826.0,15000.0,2860.0,191.0,24880.0
1,53,2,2,1,10,0,1,579.0,3000.0,89.0,39.0,3707.0
0,58,1,2,2,2,1,0,630.0,1450.0,67.0,19.0,2166.0
1,162,2,2,3,6,1,1,1500.0,15000.0,609.0,191.0,17300.0
1,50,1,1,1,20,0,1,781.0,5300.0,212.0,68.0,6361.0
1,230,5,3,2,0,1,1,0.0,3491.0,291.0,53.0,3835.0
1,93,3,4,2,6,1,1,1000.0,2800.0,257.0,36.0,4093.0
1,93,1,3,1,4,0,0,1040.0,3500.0,33.0,45.0,4618.0
1,20,1,1,0,6,1,1,602.0,1800.0,130.0,23.0,2555.0
1,150,3,2,0,0,1,0,0.0,2500.0,150.0,38.0,2688.0
1,182,3,5,3,10,1,0,3600.0,4900.0,875.0,63.0,9438.0
1,48,1,1,1,2,1,0,625.0,1797.0,147.0,18.0,2440.0
1,98,3,2,2,10,1,0,900.0,4500.0,0.0,58.0,5458.0
1,197,3,4,1,10,1,0,2665.0,4500.0,459.0,58.0,7682.0
1,114,4,4,2,6,1,0,1115.0,2790.0,321.0,36.0,4262.0
1,70,2,1,0,1,1,0,300.0,1300.0,53.0,17.0,1670.0
1,240,5,2,3,0,0,0,0.0,6500.0,290.0,98.0,6888.0
1,55,1,1,0,1,1,0,0.0,1100.0,0.0,8.0,1108.0
1,90,3,3,1,0,1,0,0.0,2600.0,11.0,40.0,2651.0
1,106,3,2,1,14,1,1,1030.0,10000.0,145.0,127.0,11300.0
1,250,3,4,2,1,0,0,2400.0,7000.0,42.0,89.0,9531.0
1,168,3,2,4,0,0,0,600.0,3500.0,317.0,53.0,4470.0
1,150,3,2,1,8,1,0,1172.0,4800.0,0.0,61.0,6033.0
1,350,3,3,3,0,0,0,0.0,10000.0,1292.0,151.0,11440.0
1,23,1,1,1,12,1,1,600.0,2800.0,99.0,36.0,3535.0
1,290,4,4,2,6,1,1,3200.0,7800.0,584.0,99.0,11680.0
1,160,4,3,0,1,1,1,1172.0,2300.0,59.0,30.0,3561.0
1,12,1,1,0,0,0,0,0.0,1050.0,50.0,14.0,1114.0
1,280,3,4,2,0,1,1,8000.0,8000.0,667.0,121.0,16790.0
1,107,3,3,2,3,1,0,1600.0,4500.0,417.0,58.0,6575.0
1,25,1,1,0,0,0,1,0.0,1750.0,0.0,23.0,1773.0
1,37,1,1,0,1,1,0,0.0,1400.0,0.0,18.0,1418.0
1,157,4,3,2,0,1,0,0.0,6608.0,492.0,100.0,7200.0
1,71,2,3,2,13,0,0,500.0,3700.0,50.0,47.0,4297.0
1,130,4,3,2,13,1,0,1180.0,2500.0,334.0,32.0,4046.0
1,300,3,4,7,0,0,0,0.0,4340.0,550.0,66.0,4956.0
1,525,5,4,4,0,1,0,0.0,8330.0,2167.0,126.0,10620.0
1,94,3,3,2,1,1,0,750.0,2433.0,0.0,31.0,3593.0
1,240,4,2,6,0,0,1,0.0,4675.0,381.0,71.0,5127.0
1,400,3,3,4,0,1,0,0.0,3790.0,160.0,57.0,4007.0
1,228,3,4,3,6,1,1,3500.0,14000.0,1000.0,178.0,18680.0
1,395,4,4,3,16,1,1,2137.0,15000.0,834.0,191.0,18160.0
1,227,4,4,3,6,1,0,4000.0,9000.0,1417.0,115.0,14530.0
1,685,4,3,5,11,1,0,3960.0,13000.0,3120.0,165.0,20250.0
0,297,4,6,2,3,1,0,2800.0,2800.0,433.0,36.0,6069.0
1,145,3,3,1,1,1,0,1225.0,5800.0,375.0,74.0,7474.0
0,180,3,4,4,0,1,0,0.0,3230.0,250.0,49.0,3529.0
0,269,4,5,0,12,1,0,3000.0,5100.0,963.0,65.0,9128.0
1,270,3,3,3,16,1,0,2800.0,13000.0,959.0,165.0,16920.0
1,390,3,4,4,10,0,0,2710.0,9000.0,2682.0,115.0,14510.0
1,200,2,5,2,2,0,1,2448.0,15000.0,937.0,191.0,18580.0
1,330,5,4,2,0,1,1,0.0,7650.0,720.0,115.0,8485.0
1,66,1,1,1,4,0,0,2077.0,1600.0,349.0,21.0,4047.0
1,290,5,3,3,6,1,0,3800.0,4100.0,1435.0,52.0,9387.0
1,45,1,1,0,0,0,0,700.0,1500.0,0.0,20.0,2220.0
1,98,2,2,0,5,0,1,890.0,4500.0,34.0,58.0,5482.0
1,160,2,1,0,12,0,0,1200.0,2400.0,0.0,31.0,3631.0
1,80,2,1,1,13,0,0,937.0,2900.0,84.0,37.0,3958.0
1,160,2,3,2,21,0,1,2200.0,12000.0,605.0,153.0,14960.0
1,118,3,2,2,4,1,0,1520.0,8950.0,402.0,114.0,10990.0
1,230,4,3,2,1,1,0,2300.0,12200.0,542.0,155.0,15200.0
0,650,4,6,4,0,1,0,760.0,13000.0,1042.0,196.0,15000.0
1,147,3,3,3,5,1,1,2000.0,12000.0,1000.0,153.0,15150.0
1,138,3,1,0,0,1,0,0.0,3500.0,445.0,53.0,3998.0
1,102,2,2,2,0,1,0,0.0,3500.0,248.0,53.0,3801.0
0,57,2,1,1,5,1,1,393.0,1850.0,72.0,24.0,2339.0
1,36,1,1,1,15,1,1,750.0,3328.0,125.0,14.0,4217.0
1,248,3,4,4,2,1,0,3163.0,14000.0,966.0,178.0,18310.0
1,190,4,2,3,0,1,0,0.0,8000.0,525.0,121.0,8646.0
0,60,2,1,1,3,1,0,200.0,1299.0,84.0,17.0,1600.0
1,309,4,7,8,0,1,0,0.0,10000.0,1167.0,151.0,11320.0
